Y, X, caps_nmmb01, caps_nmmb02, caps_nmmb03, caps_nmmb04, caps_nmmb05, caps_nmmb_rad, core01_arw, core03_arw, core04_arw, core05_arw, core06_arw, core07_arw, core08_arw, core09_arw, core10_arw, s_phys_rad02_arw, s_phys_rad03_arw, s_phys_rad04_arw, s_phys_rad05_arw, s_phys_rad06_arw, s_phys_rad07_arw, s_phys_rad08_arw, s_phys_rad09_arw, s_phys_rad10_arw,,best value,,model 1 mae,,difference
0,29,706.8431875,515.5995802,432.1459117,533.5630367,531.6143029,432.5134549,350.0806858,8.38E+35,160.7588906,1.68E+35,8.98E+35,233.0057339,312.0196398,419.4376433,163.3950658,359.1123853,229.2063802,366.8541667,394.7739016,610.2363911,316.1542969,276.9274796,343.6761247,153.1260885, ,153.1260885,,504.1381331,,-351.0120446
0,30,679.485322,852.7662946,706.8143116,659.1508502,1010.147106,716.8436359,347.4426082,8.45E+35,304.2357724,1.73E+35,9.40E+35,293.6677701,400.5571764,430.5571603,428.5917203,436.128697,415.3136055,424.7644647,420.7729297,521.5791223,316.1528673,358.3220039,419.7490954,410.5102915, ,293.6677701,,539.6910156,,-246.0232455
0,31,745.0307419,504.5366875,440.9572773,381.3464177,769.9506069,473.0760642,429.2926683,8.90E+35,388.0770833,1.81E+35,9.49E+35,269.0805013,383.4061092,372.4324882,738.7729986,489.5072763,531.5301339,663.1990451,541.6892995,777.9506076,425.7203664,481.5729297,419.9703383,592.3946521, ,269.0805013,,502.6222331,,-233.5417318
0,32,551.0417878,351.9423391,579.8470203,311.7155193,457.4583538,355.1438702,289.0998172,8.74E+35,346.3289621,1.72E+35,8.74E+35,245.2803925,318.4787326,224.2951246,515.6281582,373.363956,452.8007392,371.9781967,340.5523514,410.1056985,366.5337397,470.608676,233.7595142,370.2890625, ,224.2951246,,300.8314779,,-76.53635331
0,33,446.6663678,325.7921875,396.2767674,261.9872742,656.2958419,251.3193044,300.9896835,9.68E+35,176.846951,1.92E+35,1.07E+36,198.0639468,263.8366077,290.5876048,457.1685335,330.0507015,200.3582793,209.103017,363.878079,229.0431386,238.9037961,334.0247135,333.9331771,346.0625706, ,176.846951,,181.07264,,-4.225689019
0,34,517.2490638,248.5159505,361.8396768,213.7330943,403.1590356,223.3685779,232.0995528,1.04E+36,126.9075825,2.01E+35,1.10E+36,170.6172262,338.2006232,233.5426721,291.9208119,562.7555804,159.7897849,206.9673317,530.6633479,194.2628762,233.4023996,263.5443558,267.5141091,251.4729736, ,126.9075825,,241.4460449,,-114.5384624
0,35,421.6310399,237.7989734,184.8350656,144.904537,206.5260304,150.5721488,175.947636,1.10E+36,81.57505196,1.99E+35,1.25E+36,177.5774393,144.8390532,146.3983464,154.6707379,704.9835839,139.5919071,163.3340879,387.2799382,166.7740351,305.0063391,175.7965895,159.2543144,172.3820431, ,81.57505196,,307.9299479,,-226.354896
0,36,402.1085872,231.6317107,76.12433733,154.6902344,203.1959872,71.32627946,89.07139009,1.13E+36,67.10401339,2.08E+35,1.20E+36,259.625777,62.78185572,105.089659,83.17478989,857.4399909,105.1731799,98.00913086,354.7720762,186.5323618,295.1670106,95.59702436,95.14405777,88.04940166, ,62.78185572,,170.5635102,,-107.7816545
0,37,209.4721146,156.9535319,67.57594371,103.2061515,208.4765974,78.23179048,94.2944956,1.16E+36,130.9945937,2.22E+35,1.22E+36,111.6058615,58.42090905,108.9369193,131.5564483,743.1599042,147.9208054,97.81456519,280.0711806,126.8980072,109.5548447,79.31708008,82.05730168,76.05272624, ,58.42090905,,19.42662503,,38.99428402
0,38,78.49383755,61.31748828,78.90175964,108.8306797,93.73443772,90.38107052,219.3302047,1.29E+36,44.56715902,2.52E+35,1.38E+36,36.62384163,18.67446807,45.08168194,67.66351425,408.5749512,45.6291452,44.616038,18.56944304,34.07098389,44.9590849,10.57632383,23.77106311,11.09586092, ,10.57632383,,12.26420856,,-1.687884736
0,39,22.71536405,86.65915587,39.95806583,100.1074138,35.73329348,42.15851004,55.82846941,1.33E+36,4.072540919,2.56E+35,1.49E+36,19.05950019,3.287487516,87.33467102,4.109920502,309.5877511,7.164964222,26.58071899,7.667662911,2.007397334,29.4368515,2.943354751,27.24935375,2.15029098, ,2.007397334,,3.61324056,,-1.605843226
0,40,29.79726563,53.82822185,33.99909424,55.35613567,35.35606864,132.9494803,51.67222509,1.37E+36,5.731400808,2.73E+35,1.42E+36,14.19704537,1.640463462,71.58985877,6.341797277,673.5742188,9.311018944,39.57906272,109.2059462,0.784402647,15.28756029,2.253989384,37.70361826,2.541516368, ,0.784402647,,2.958577649,,-2.174175003
0,41,37.44515463,43.23249105,42.79448242,34.24532813,39.01389182,106.1155513,92.34375,1.33E+36,24.66754275,3.22E+35,1.51E+36,57.13125743,5.388572543,35.0776761,11.30021095,753.8989857,20.2432716,14.9390564,56.80659485,0.989002758,32.03733364,3.487861209,33.00585938,6.880499563, ,0.989002758,,3.864967734,,-2.875964977
0,42,52.42768665,34.18802083,39.09022106,53.2190949,48.60711961,51.24378775,122.5194434,1.37E+36,21.10788317,3.44E+35,1.63E+36,40.8374606,3.451699962,33.18589447,26.25617159,295.1518945,45.32676539,7.55726444,4.054045486,0.393667984,52.55975185,2.392321038,42.10613364,13.67806781, ,0.393667984,,3.35158319,,-2.957915206
0,43,80.00043727,38.37043457,48.98417039,77.74894714,65.93882999,54.07498144,205.4023216,1.51E+36,15.54069097,2.93E+35,1.78E+36,39.66054975,1.611152861,73.06933594,77.9131429,46.56172319,23.64511108,3.016597203,14.06459647,0.153756525,26.92317243,0.420590308,40.47609919,14.06487359, ,0.153756525,,3.733613332,,-3.579856807
0,44,79.452289,57.27660726,51.42692209,83.58885968,43.7711932,67.32682981,255.5751116,1.58E+36,11.09371567,3.22E+35,1.85E+36,38.61156355,20.77481166,39.2186729,128.1022713,13.05858949,10.55722046,25.54333661,2.994824886,2.297492247,33.98621826,2.009688677,86.37871636,22.11867824, ,2.009688677,,3.956551361,,-1.946862684
0,45,38.75553385,44.86860547,39.75167658,95.97949988,43.53935046,57.41247659,245.7655888,1.63E+36,11.1111412,3.38E+35,1.75E+36,136.7993359,10.0009402,86.1021412,43.25327803,16.42132942,20.92721558,68.93075222,2.666057702,4.352654659,248.7847819,4.242242093,77.7035209,3.164320156, ,2.666057702,,5.650918579,,-2.984860877
0,46,41.01887512,80.24259053,56.74406133,131.1563096,47.43593998,100.7216076,122.7373657,1.51E+36,11.71482191,3.44E+35,1.63E+36,120.6599184,14.53613999,182.3010514,40.33998524,25.28893629,19.75882479,47.824646,2.348562622,3.457985207,179.3081733,10.75543145,172.9354698,5.461040844, ,2.348562622,,4.442597453,,-2.094034831
0,47,55.72839556,133.9109623,72.36821209,246.60525,56.99076203,96.54466361,92.7590332,1.33E+36,43.98263889,3.38E+35,1.88E+36,84.1599091,55.84456534,375.6949264,34.22110524,93.81061091,84.40312267,46.41811009,5.992306939,1.255958239,109.920648,25.77644231,93.596397,13.18364108, ,1.255958239,,4.604958744,,-3.349000505
0,48,73.52332724,152.6829079,64.53040365,119.7661092,64.10188665,58.88528239,63.1772926,1.28E+36,52.93758138,3.83E+35,1.99E+36,142.8914474,44.88934326,128.3173327,80.16662598,175.4456327,58.17962036,26.36032885,8.25926005,1.160943985,138.3105903,32.53158264,28.62867983,31.1336287, ,1.160943985,,15.31401731,,-14.15307333
0,49,55.68845173,301.7588301,93.94474974,140.8146034,108.9266994,29.76299884,11.87789154,1.37E+36,154.8254306,3.83E+35,2.08E+36,226.8518519,96.55144531,87.05262587,111.7019479,197.0467789,100.5457198,112.2513106,4.04932697,1.994233591,190.8656802,52.57186498,135.0902529,78.13333496, ,1.994233591,,16.80024246,,-14.80600887
0,50,90.87640965,279.3843298,210.1221208,203.3595958,226.8070048,53.22595796,74.37682495,1.23E+36,150.3608892,3.27E+35,1.88E+36,105.7251558,255.1359954,194.0576367,144.9174391,243.3295898,193.9418116,282.735285,96.76645689,72.30799696,89.29286116,141.0546979,256.7145898,118.0970414, ,53.22595796,,72.55863584,,-19.33267788
0,51,150.5689889,249.2185739,287.2072218,277.744987,185.1801489,195.7116099,154.4950421,1.05E+36,151.260219,2.29E+35,1.23E+36,169.7728097,203.6289063,376.7209052,118.625672,240.7750727,187.0373091,336.9408053,89.82877125,139.4209353,244.5851362,131.1020227,260.8680664,120.6867978, ,89.82877125,,169.9467345,,-80.11796326
0,52,66.664125,163.7038495,171.440422,194.4902659,137.0478826,215.4040732,213.6261373,9.68E+35,138.421538,2.19E+35,1.22E+36,151.350682,148.3135296,239.3091283,133.7304912,192.4320407,171.6588662,228.8784365,142.0542873,147.8278245,221.0327209,181.8855516,206.2691143,118.8155092, ,66.664125,,134.8173828,,-68.15325781
0,53,215.4259905,265.1562668,238.8681983,389.1627383,232.8178297,312.8673812,388.3653041,1.44E+36,214.5949305,3.16E+35,1.99E+36,261.2282422,336.1923828,458.920277,320.9565347,337.5076265,324.5218686,350.9144052,473.0565405,471.7356771,391.7119446,375.2360388,471.3063322,350.3311632, ,214.5949305,,90.17459422,,124.4203362
0,54,158.7851049,216.4547724,203.3216814,245.5434119,190.5426946,223.6372373,256.1321895,1.31E+36,217.5199784,3.22E+35,1.92E+36,240.6197044,273.5995257,283.5534703,255.3706775,245.1117128,327.455003,300.0573141,362.5074013,366.3803454,349.7507044,269.7262475,260.0528546,259.8874071, ,158.7851049,,61.64863612,,97.13646873
0,55,218.4054204,306.2512044,245.6008614,318.7392578,219.4458795,336.46875,372.3835739,1.16E+36,360.386742,2.69E+35,1.78E+36,272.9787486,334.9084751,421.3285417,293.8960677,348.4379952,491.5701317,350.4338499,403.4696227,442.0452398,375.7148973,302.8991501,329.1396756,317.8897447, ,218.4054204,,119.9902758,,98.4151446
0,56,189.6915604,281.7191595,248.0027282,270.1241494,200.2042906,348.3554365,448.777824,1.37E+36,195.2998915,2.73E+35,1.75E+36,201.5886824,365.3889323,358.3688362,338.3930407,228.2438322,310.3995884,256.023847,288.1682368,325.9496183,270.0998566,319.5795686,290.1770573,343.0268687, ,189.6915604,,93.85710449,,95.83445595
0,57,183.8311616,389.4149749,290.1256319,417.9328993,298.0282847,559.9200502,429.3860294,1.02E+36,201.4394531,2.10E+35,1.28E+36,245.1102448,289.9858241,378.4983207,263.5716664,331.2757531,290.5688232,289.6832172,222.0928526,219.2626411,301.8363926,255.6193995,305.3936543,253.1242051, ,183.8311616,,58.38752441,,125.4436372
0,58,247.5006262,367.4561859,298.2230114,508.1035448,265.9021947,656.5091635,401.0886963,1.07E+36,223.8260135,2.22E+35,1.47E+36,226.5079346,245.8862895,371.3859375,197.4856771,325.6341694,260.9960424,316.0472973,177.6382533,300.200944,290.4469296,256.752096,305.6094149,190.5576798, ,177.6382533,,93.14637858,,84.49187477
0,59,270.5698679,370.3938953,362.345375,566.8693848,349.2239685,598.1916118,467.8356736,1.13E+36,239.7048506,2.24E+35,1.69E+36,173.9373471,154.2700497,436.9267361,121.8927763,410.0645484,242.9212718,260.6184558,160.8538773,218.5615641,192.7258479,147.2107552,318.7501647,130.1660542, ,121.8927763,,144.9690518,,-23.07627558
0,60,385.1416767,621.2492898,482.9887052,706.6623798,503.7707538,746.126924,433.6118684,1.10E+36,359.6231916,2.19E+35,1.51E+36,245.4032344,289.1972212,589.9719984,292.544228,535.3806374,446.6240234,550.586128,131.2284814,200.2432634,289.53125,257.8363051,429.7199623,314.9870274, ,131.2284814,,353.5944957,,-222.3660144
0,61,358.343192,794.3194444,484.9937016,668.5759781,547.2593034,903.0241218,532.5740132,9.87E+35,370.5476095,2.12E+35,1.33E+36,245.5935459,326.5351775,436.2192969,418.3981015,924.2070313,462.0067979,736.1940586,140.0060517,157.5690387,346.126727,320.8174862,334.7540225,487.2944878, ,140.0060517,,414.5319908,,-274.5259391
0,62,653.0875947,1071.457323,849.0991587,869.739294,855.2990649,937.3428241,730.6834041,9.40E+35,694.3807943,2.10E+35,1.28E+36,482.6301104,556.7432904,653.2374412,666.5462674,1047.813789,886.6288603,903.7154652,434.1464565,412.4398058,588.4820237,510.8769055,486.9475911,666.5932513, ,412.4398058,,440.7950521,,-28.35524631
0,63,608.7195992,962.0240558,725.8200793,835.1259124,802.7520106,1226.852129,741.9631194,8.45E+35,644.9289551,1.85E+35,1.02E+36,483.772928,471.3781008,736.1982606,448.610399,743.8190569,616.1539997,622.9468119,150.9143387,174.0812911,553.4172676,349.2171392,504.3642893,469.900059, ,150.9143387,,305.9145833,,-155.0002446
0,64,827.1280134,1240.266295,750.2904018,978.7517857,954.5669643,1325.015513,858.3701172,7.55E+35,653.9254366,1.53E+35,8.11E+35,544.0030351,312.46125,657.8567308,452.4531923,671.9327613,684.9176897,694.4200566,337.3855195,374.5990991,529.3364868,321.3495575,442.4243041,487.5577813, ,312.46125,,307.5998372,,4.86141276
0,65,867.3268973,1097.493973,588.9185268,1007.223326,589.3051339,983.0907366,725.8576526,7.22E+35,508.2953125,1.46E+35,7.12E+35,475.271317,233.7921875,941.3842844,287.7330204,689.733792,540.3786337,671.4257212,391.2880487,382.183624,480.606489,206.0973438,696.9862834,290.5330282, ,206.0973438,,410.7855143,,-204.6881706
0,66,292.1685308,375.6777484,242.3064861,452.4444916,179.6994169,455.4747639,186.7942595,7.50E+35,252.3658854,1.48E+35,7.61E+35,166.8011579,61.39340859,464.9648725,56.52450588,287.3599201,322.120298,152.2683145,57.14767378,57.54473988,168.4388522,60.7456712,348.9700101,67.1091813, ,56.52450588,,96.48365885,,-39.95915298
1,0,77.93769091,78.66505397,87.08759911,73.8018249,106.7466476,80.22319299,6.044352006,7.73E+35,1.623541938,2.77E+35,7.98E+35,1.020243763,12.4494229,4.912504684,7.083168219,14.34382266,8.621573743,2.660694179,5.787010327,0.931491955,2.873619883,12.01778916,2.647441399,13.15987209, ,0.931491955,,5.283472697,,-4.351980742
1,1,85.55677083,89.64940661,91.74421296,79.83990249,100.1253644,88.14021499,3.791474229,7.91E+35,1.449315348,2.62E+35,7.79E+35,1.144763884,7.807756151,3.99013566,4.769915198,11.38203805,4.728641467,3.382293056,4.100374283,1.064303335,3.043649153,8.081139516,2.375911918,7.213866683, ,1.064303335,,4.424248759,,-3.359945424
1,2,85.74105903,80.35530721,99.87646484,74.93012477,95.02139626,85.61569261,4.033216564,8.04E+35,1.586445279,2.40E+35,7.67E+35,1.14912249,6.732960292,6.00000691,2.373549002,6.715334118,5.583764716,2.660828989,5.074059352,1.549207507,2.527728081,7.107834388,3.481537799,4.325641886, ,1.14912249,,4.323716227,,-3.174593738
1,3,79.92725338,73.03684304,84.16863459,67.82768851,83.13375179,82.79422114,4.538112848,8.17E+35,1.452513827,2.32E+35,8.17E+35,1.334855556,3.22278616,7.996358655,1.873749651,6.26588703,3.87932564,2.407679471,6.232894234,1.393565979,2.952431858,3.648996454,4.808417279,2.722240993, ,1.334855556,,4.232350922,,-2.897495365
1,4,70.9276765,69.41301306,75.35189525,69.83442827,75.74876837,66.75776032,2.072269545,8.38E+35,1.256119244,2.29E+35,8.11E+35,1.079458192,2.53444896,3.110855257,1.303957719,5.734141383,1.650864833,2.017391527,4.422443012,1.046753638,2.345767894,2.814170837,1.83851932,2.251073652, ,1.046753638,,4.121724701,,-3.074971063
1,5,68.4857731,66.7781408,73.21623264,60.64498745,70.40140283,69.53521369,1.305834475,8.38E+35,1.210954652,2.56E+35,8.11E+35,1.270912928,1.419290507,2.589228065,0.893566667,3.419811902,1.952174187,1.718780159,2.664809283,1.049510255,1.535930671,2.347133213,1.468150463,1.457588793, ,0.893566667,,3.732469177,,-2.83890251
1,6,80.58395647,80.54905997,90.39425725,75.22601053,93.76198249,80.24217335,1.402736269,8.24E+35,1.36570784,2.19E+35,8.31E+35,1.453550035,1.856479682,7.801086961,1.081222802,3.736327091,2.139144122,1.87518934,3.696451487,1.124889875,1.580517891,2.662196377,2.473058968,1.781079992, ,1.081222802,,3.910639445,,-2.829416643
1,7,89.26107701,87.66303676,92.68577009,78.57433036,96.11490417,83.76146583,1.451710685,8.11E+35,2.102735436,1.86E+35,8.31E+35,2.496494211,4.102819547,9.570478768,1.76461867,3.368707876,2.047356086,1.987015618,3.233041579,1.351644535,2.158890683,2.384097544,2.917754562,1.650812289, ,1.351644535,,4.329641215,,-2.97799668
1,8,59.75055804,54.02448033,68.67693345,53.85357143,66.42931083,61.28307666,0.977839632,8.52E+35,2.01841659,1.83E+35,8.90E+35,1.50900007,4.252219752,4.966081208,1.161546435,2.452761514,0.882927789,0.771322587,2.036889405,0.529084593,0.873299968,1.17908067,1.389577259,0.659685081, ,0.529084593,,2.18375502,,-1.654670426
